StatZone,weight,normalized_weight
611,95.10000000000001,0.14122405909250793
612,96.2,0.14315863524446007
613,159.95000000000002,0.25527611677805134
621,205.45000000000002,0.33529722124516353
622,127.45,0.19811818501582834
623,67.45,0.09259584945480127
631,247.6,0.40942666197678507
632,316.09999999999997,0.5298979950756242
633,583.4,1.0
634,556.7500000000001,0.9531304959549773
641,332.45,0.5586528315160042
642,107.45,0.16294407316215265
643,26.45,0.02048892015476609
644,14.8,0.0
